"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
12.9,6.4295,2.654,0.0866,742.11,11.63
14.8,6.4494,2.662,0.087,741.73,11.7
-5.53,6.4335,2.666,0.0868,741.26,11.59
5.49,6.3618,2.666,0.0859,740.81,11.49
-12.9,6.3817,2.671,0.0862,740.32,11.56
-12.8,6.4215,2.676,0.0868,739.88,11.47
-3.66,6.3897,2.682,0.0864,739.44,11.44
3.63,6.366,2.687,0.0861,738.95,11.34
0,6.3819,2.693,0.0864,738.53,11.33
23.7,6.3978,2.698,0.0867,738.04,11.36
61.7,6.4058,2.704,0.0868,737.61,11.28
79.7,6.4217,2.714,0.0871,737.15,11.25
77.4,6.4376,2.718,0.0874,736.8,11.16
61.5,6.4496,2.718,0.0876,736.36,11.21
84.5,6.4496,2.722,0.0876,735.95,11.11
100,6.4018,2.727,0.087,735.48,11
122,6.4257,2.732,0.0874,735.07,11.07
135,6.4496,2.738,0.0878,734.66,10.96
151,6.4576,2.743,0.088,734.16,10.85
144,6.4456,2.748,0.0879,733.67,10.89
154,6.4775,2.753,0.0883,733.21,10.8
192,6.5133,2.763,0.0889,732.77,10.78
182,6.4974,2.769,0.0887,732.34,10.67
177,6.4257,2.769,0.0878,731.82,10.64
190,6.3899,2.774,0.0874,731.29,10.56
193,6.4854,2.78,0.0887,730.87,10.53
181,6.4854,2.785,0.0888,730.45,10.51
227,6.4655,2.79,0.0886,729.94,10.47
225,6.4496,2.795,0.0884,729.45,10.38
223,6.4257,2.8,0.0881,728.97,10.35
228,6.366,2.805,0.0874,728.47,10.26
168,6.4456,2.817,0.0885,727.94,10.38
69,6.4456,2.822,0.0886,727.46,10.32
32.8,6.4934,2.822,0.0893,727.01,10.31
36.2,6.4337,2.828,0.0885,726.58,10.28
83.8,6.4098,2.833,0.0883,726.09,10.16
96.1,6.3978,2.839,0.0882,725.63,10.21
92.1,6.4217,2.844,0.0886,725.16,10.11
109,6.4735,2.849,0.0893,724.7,10.01
129,6.4615,2.854,0.0892,724.24,9.97
151,6.4536,2.859,0.0892,723.72,9.86
174,6.4257,2.871,0.0888,723.24,9.82
145,6.4138,2.876,0.0887,722.77,9.74
145,6.4297,2.876,0.089,722.33,9.71
153,6.4496,2.882,0.0893,721.91,9.68
163,6.4456,2.886,0.0893,721.46,9.67
103,6.4257,2.891,0.0891,721.01,9.62
46.5,6.3899,2.896,0.0887,720.58,9.62
29.9,6.3899,2.902,0.0887,720.09,9.63
-18.3,6.3381,2.907,0.0881,719.56,9.63
-31.6,6.3302,2.918,0.088,719.14,9.63
-38.1,6.3819,2.922,0.0888,718.75,9.55
-61.3,6.4337,2.927,0.0896,718.25,9.53
